LinkedIn_news_id (by hour),LinkedIn_avg_popularity (by hour)
1003,10.229166666666666
1004,102.79166666666667
1005,116.4375
1006,0.0
1013,5.125
1022,1.9166666666666667
1023,-0.020833333333333332
1024,2.3541666666666665
1028,-0.375
1029,206.4375
1031,-0.0625
1038,-0.5
1042,49.604166666666664
1043,-0.020833333333333332
1046,-0.041666666666666664
1047,0.0
1048,-0.5625
1055,-2.4583333333333335
1056,-0.3125
1060,0.0
1061,1.875
1067,-0.020833333333333332
1068,193.375
1075,-0.5
1078,0.0
1079,188.75
1080,-0.0625
1081,-0.1875
1082,33.104166666666664
1083,2.9166666666666665
1084,9.5625
1087,19.4375
1088,-0.5625
1089,2.5416666666666665
1095,8.75
1096,277.0625
1097,-0.0625
1098,-0.08333333333333333
1099,-0.0625
1100,0.0
1104,-0.041666666666666664
1111,156.58333333333334
1114,-0.6666666666666666
1115,13.979166666666666
1116,15.875
1121,20.916666666666668
1123,-0.375
1124,-0.0625
1125,2.75
1126,-0.041666666666666664
1127,-0.3125
1128,6.916666666666667
1129,-0.25
1139,28.645833333333332
1142,-0.1875
1144,74.39583333333333
1145,279.5208333333333
1146,0.0
1148,2.9375
1151,338.1041666666667
1152,-0.1875
1153,0.7916666666666666
1154,-0.25
1155,27.520833333333332
1156,19.541666666666668
1157,5.8125
1159,-0.0625
1160,0.0
1162,1205.9791666666667
1164,17.604166666666668
1167,-0.5208333333333334
1168,30.583333333333332
1169,5.666666666666667
1170,-0.5
1174,-0.020833333333333332
1175,-0.875
1179,-0.0625
1180,-0.1875
1182,599.2083333333334
1184,-0.0625
1185,-0.020833333333333332
1186,5.229166666666667
1188,-0.5
1189,-0.020833333333333332
1190,-0.5
1194,-0.375
1195,2.125
1198,-0.020833333333333332
1201,5.875
1203,-0.08333333333333333
1204,-0.5
1206,-0.020833333333333332
1207,-0.4375
1210,-0.75
1212,0.7083333333333334
1213,18.895833333333332
1217,11.75
1223,-0.041666666666666664
1224,8.875
1226,-0.020833333333333332
1227,-0.375
1228,3.7916666666666665
1230,194.97916666666666
1231,-0.3125
1232,0.0
1233,34.666666666666664
1234,-0.5
1235,7.125
1236,74.4375
1237,-0.041666666666666664
1238,-0.041666666666666664
1239,-0.0625
1241,2.9166666666666665
1243,-0.7916666666666666
1249,-0.125
1251,2.5625
1252,1.6458333333333333
1253,-0.625
1254,9.1875
1255,-1.1875
1256,-0.6041666666666666
1257,-0.5
1258,-0.041666666666666664
1260,-0.5
1263,-0.0625
1264,425.5625
1265,-0.041666666666666664
1267,0.0
1268,-0.4375
1273,127.04166666666667
1274,0.0
1276,-0.5
1280,-0.5
1283,-0.5
1284,-0.5
1285,1.7708333333333333
1297,1.2708333333333333
1298,-0.020833333333333332
1301,21.1875
1302,39.791666666666664
1303,-0.020833333333333332
1304,-0.5
1306,-0.5
1307,-0.5
1309,-0.020833333333333332
1310,-0.041666666666666664
1312,44.208333333333336
1313,-0.0625
1314,-0.0625
1315,25.625
1316,-0.020833333333333332
1317,6.333333333333333
1320,-0.5
1322,0.0
1323,141.08333333333334
1327,0.0
1328,-0.125
1329,4.5625
1331,-0.5
1332,0.0
1333,-1.6666666666666667
1335,262.25
1336,-0.0625
1340,12.395833333333334
1341,1219.7083333333333
1346,13.270833333333334
1349,-0.041666666666666664
1350,-0.0625
1352,-0.5208333333333334
1356,28.375
1358,-0.5
1359,-0.5
1360,-0.0625
1361,0.0
1362,8.270833333333334
1366,-0.041666666666666664
1367,-0.125
1368,0.0
1369,16.145833333333332
1370,-0.0625
1371,-0.0625
1372,2.9375
1375,-0.5
1376,2.5
1379,26.520833333333332
1380,-0.5
1381,-0.5
1382,-0.5
1386,-0.020833333333333332
1387,-0.041666666666666664
1388,2.9166666666666665
1390,90.33333333333333
1395,5.229166666666667
1397,88.33333333333333
1398,-0.020833333333333332
1399,-0.041666666666666664
1400,-0.0625
1401,-0.0625
1402,238.4375
1403,-0.041666666666666664
1404,6.75
1405,-0.125
1406,73.25
1408,-0.5
1410,116.6875
1411,0.0
1412,2.25
1413,-3.0
1414,-1.7708333333333333
1415,-0.5
1416,-0.5
1419,-0.020833333333333332
1420,-0.0625
1421,-0.020833333333333332
1422,-0.020833333333333332
1423,-0.020833333333333332
1424,1.4166666666666667
1428,-0.041666666666666664
1431,-0.375
1437,0.0
1438,-0.0625
1440,-0.5
1442,6.708333333333333
1443,260.6666666666667
1447,-0.020833333333333332
1448,-0.0625
1449,95.1875
1452,4.375
1453,5.354166666666667
1454,2.9583333333333335
1457,11.083333333333334
1458,-2.7291666666666665
1460,26.020833333333332
1461,-0.125
1462,-0.25
1464,-0.1875
1465,21.708333333333332
1469,-0.0625
1470,101.60416666666667
1472,15.770833333333334
1473,20.833333333333332
1474,-0.020833333333333332
1475,-0.25
1476,-0.125
1477,-0.125
1478,-0.3125
1481,2.875
1483,-0.125
1484,1.1875
1485,1.0833333333333333
1488,-0.5
1489,-0.5
1490,-0.5
1494,-0.5
1496,0.0
1497,-0.041666666666666664
1498,-0.375
1500,-0.5208333333333334
1501,-0.5
1503,5.083333333333333
1504,-0.020833333333333332
1505,5.5
1506,0.0
1508,1.9583333333333333
1509,-0.5
1512,-0.0625
1513,2.1041666666666665
1514,-0.125
1515,3.875
1516,-0.3125
1518,-0.5833333333333334
1523,-0.6875
1524,-2.3125
1525,21.520833333333332
1526,-0.0625
1528,19.791666666666668
1529,-0.041666666666666664
1530,-2.3541666666666665
1532,-0.5
1533,1.9375
1534,-0.0625
1535,-0.9375
1536,-0.8125
1537,-0.041666666666666664
1541,12.854166666666666
1544,2.875
1545,-0.0625
1546,-0.7916666666666666
1548,-0.5208333333333334
1549,6.625
1550,-0.5208333333333334
1551,8.791666666666666
1553,17.520833333333332
1555,-0.0625
1557,0.0
1558,0.0
1559,13.833333333333334
1560,-0.041666666666666664
1561,34.083333333333336
1562,-0.5
1563,-0.375
1564,27.166666666666668
1565,-0.041666666666666664
1566,0.0
1567,-0.25
1570,-0.5
1572,-0.875
1574,15.479166666666666
1575,4.104166666666667
1576,-0.9791666666666666
1583,-0.0625
1584,11.8125
1589,37.166666666666664
1590,-0.0625
1592,-0.5
1593,-0.5
1594,-0.5
1596,10.395833333333334
1598,64.08333333333333
1599,0.0
1600,31.5625
1601,111.04166666666667
1602,-0.125
1603,-0.125
1605,-0.5
1606,-0.5
1607,-0.5208333333333334
1610,0.0
1612,8.625
1613,-0.375
1614,-0.041666666666666664
1615,-0.375
1617,-0.5
1618,-0.625
1619,-0.020833333333333332
1620,-0.125
1623,1.9166666666666667
1624,-0.5208333333333334
1625,-0.5
1626,11.270833333333334
1627,-0.0625
1628,0.0
1629,-0.5
1630,-0.5
1632,24.125
1633,-0.020833333333333332
1634,-0.020833333333333332
1635,-0.5
1636,-0.5
1637,-0.5
1639,2.9583333333333335
1641,-0.5
1642,-0.5
1643,-0.5
1645,-0.1875
1646,0.0
1647,7.4375
1648,2.75
1649,-0.6458333333333334
1650,-0.1875
1651,81.875
1652,-0.0625
1653,-0.020833333333333332
1655,-0.5
1656,-0.7083333333333334
1658,60.3125
1659,-0.1875
1660,-0.875
1661,12.4375
1662,2.8333333333333335
1663,-0.0625
1664,2.5833333333333335
1668,-0.5208333333333334
1669,2.375
1670,-0.0625
1671,-0.041666666666666664
1672,2.25
1673,21.625
1674,2.8541666666666665
1678,-0.5
1679,48.75
1680,6.083333333333333
1681,1.4375
1682,61.541666666666664
1683,-0.0625
1684,2.875
1685,31.479166666666668
1686,1.2083333333333333
1687,-0.041666666666666664
1688,-0.5625
1689,25.979166666666668
1690,133.64583333333334
1691,2.5
1692,-0.020833333333333332
1693,-0.5
1694,-0.5208333333333334
1696,-0.020833333333333332
1697,-0.5833333333333334
1698,1.8333333333333333
1699,-0.14583333333333334
1703,-0.125
1704,69.20833333333333
1705,-0.0625
1706,127.33333333333333
1707,-0.0625
1712,-0.0625
1713,5.6875
1714,0.0
1718,-0.5
1719,30.520833333333332
1720,-0.5
1721,-0.5
1722,-0.041666666666666664
1725,-0.041666666666666664
1726,-0.020833333333333332
1727,0.0
1729,-0.5208333333333334
1730,106.33333333333333
1731,-0.0625
1732,-0.020833333333333332
1733,2.2708333333333335
1737,-0.5208333333333334
1739,-1.4375
1740,0.0
1741,-0.0625
1743,-0.020833333333333332
1746,-2.3958333333333335
1748,-0.5
1749,-0.020833333333333332
1750,-0.5
1751,-0.125
1752,-0.9375
1758,-1.1875
1759,5.083333333333333
1761,-0.5
1763,-0.020833333333333332
1766,-0.5
1768,-0.125
1769,-0.125
1770,2.9583333333333335
1771,-0.125
1772,135.14583333333334
1773,92.39583333333333
1774,-0.020833333333333332
1781,-0.041666666666666664
1782,1.7083333333333333
1783,-0.041666666666666664
1784,-1.0
1785,-0.0625
1786,-0.020833333333333332
1787,-0.041666666666666664
1788,56.791666666666664
1789,-0.0625
1791,-0.5208333333333334
1792,-0.5208333333333334
1796,-0.041666666666666664
1797,16.3125
1799,-0.4375
1800,15.895833333333334
1801,-0.0625
1802,10.5625
1805,0.0
1809,-0.0625
1813,19.25
1814,108.875
1819,-0.75
1823,-0.4375
1826,2.7708333333333335
1827,5.25
1828,7.5625
1829,0.0
1830,-0.041666666666666664
1831,-0.25
1833,-0.75
1834,-0.5625
1840,-0.75
1843,-0.041666666666666664
1844,-1.0
1845,40.9375
1849,-0.875
1850,2.75
1851,3.0
1852,-0.0625
1854,-0.5
1858,2.25
1859,-0.125
1862,5.25
1863,9.145833333333334
1867,-0.875
1871,20.520833333333332
1872,-0.875
1873,-0.041666666666666664
1875,-0.5
1876,0.0
1877,4.875
1881,-0.875
1882,49.354166666666664
1883,-0.5208333333333334
1884,8.75
1885,1.9791666666666667
1887,-0.75
1889,-0.0625
1891,-0.0625
1897,-0.0625
1899,7.604166666666667
1902,240.75
1903,7.125
1904,-0.9375
1906,-0.5
1908,2.9375
1911,5.270833333333333
1912,-0.020833333333333332
1917,-0.041666666666666664
1920,-0.5
1921,-0.125
1924,-0.375
1927,-2.7708333333333335
1930,0.0
1932,-1.25
1933,2.9166666666666665
1936,-2.9583333333333335
1938,-2.9791666666666665
1941,-0.1875
1942,-0.020833333333333332
1944,5.3125
1945,169.58333333333334
1946,0.4583333333333333
1947,-1.5625
1948,-0.125
1951,1.5
1954,-0.0625
1955,135.70833333333334
1957,-0.0625
1959,-0.9375
1960,-1.8333333333333333
1961,-0.1875
1962,-0.0625
1963,-1.8541666666666667
1964,-1.8541666666666667
1965,0.8333333333333334
1966,13.8125
1967,-0.0625
1968,-0.020833333333333332
1969,-0.0625
1970,-2.8333333333333335
1972,-0.8125
1973,4.25
1974,-0.5
1976,-0.5
1977,-0.0625
1978,-0.041666666666666664
1980,-0.25
1981,-0.5625
1982,-0.0625
1983,-0.020833333333333332
1985,28.1875
1988,72.22916666666667
1989,-0.8125
1990,-2.2291666666666665
1991,0.0
1992,-0.375
1993,-0.375
1996,1.5625
1999,9.125
2001,0.0
2002,1.8333333333333333
2003,10.6875
2004,0.0
2005,5.75
2006,-0.041666666666666664
2008,-0.020833333333333332
2011,-0.5
2013,7.354166666666667
2014,2.1041666666666665
2015,74.14583333333333
2016,1.7916666666666667
2017,-0.020833333333333332
2018,24.645833333333332
2019,-0.0625
2020,16.375
2021,0.4583333333333333
2024,-0.5
2025,-0.375
2026,-0.020833333333333332
2027,13.020833333333334
2029,-3.0
2032,11.5625
2033,-0.020833333333333332
2035,-0.020833333333333332
2036,5.458333333333333
2041,-0.020833333333333332
2043,-0.020833333333333332
2044,-2.5833333333333335
2046,0.0
2049,4.104166666666667
2050,-0.0625
2051,-0.3125
2052,57.479166666666664
2053,-0.1875
2055,-3.0
2057,-0.3125
2058,-0.5
2061,-3.0
2064,-0.0625
2065,-0.125
2067,2.875
2068,0.0
2069,17.708333333333332
2070,5.4375
2071,-0.25
2074,0.0
2075,0.75
2076,21.541666666666668
2078,5.8125
2079,-0.041666666666666664
2080,0.0
2081,39.604166666666664
2083,5.645833333333333
2084,0.0
2086,0.6875
2088,101.375
2089,432.7916666666667
2090,-0.5
2091,-0.5
2092,2.8958333333333335
2093,-0.125
2094,-0.020833333333333332
2095,-0.5208333333333334
2096,-0.5
2098,17.354166666666668
2099,13.854166666666666
2100,-0.5
2101,-0.5
2102,0.0
2103,4.979166666666667
2104,-0.020833333333333332
2106,-1.5833333333333333
2108,5.708333333333333
2109,30.104166666666668
2112,-0.020833333333333332
2113,-0.625
2116,-0.5208333333333334
2117,-0.5208333333333334
2118,-0.0625
2119,-0.125
2121,-0.625
2122,0.14583333333333334
2123,34.604166666666664
2124,-0.041666666666666664
2128,10.083333333333334
2129,-0.5
2130,4.479166666666667
2131,0.0
2132,8.583333333333334
2134,12.0625
2135,2.2291666666666665
2138,70.60416666666667
2139,478.8958333333333
2140,0.0
2143,-0.25
2145,-0.020833333333333332
2146,-0.5
2147,-0.125
2148,0.0
2149,-0.5
2151,-0.5208333333333334
2152,-0.25
2153,-0.0625
2160,-1.4375
2162,-0.0625
2163,-0.0625
2164,19.604166666666668
2165,-0.041666666666666664
2169,5.416666666666667
2170,2.4791666666666665
2172,84.375
2173,46.583333333333336
2174,-0.875
2175,-0.7708333333333334
2179,-0.020833333333333332
2180,-0.041666666666666664
2181,-0.0625
2182,-0.375
2186,-0.8541666666666666
2188,-0.0625
2189,0.0
2190,9.75
2191,18.541666666666668
2193,0.0
2196,-0.6458333333333334
2197,4.645833333333333
2198,23.916666666666668
2199,-0.125
2202,-0.75
2203,-0.5
2204,-0.020833333333333332
2205,2.875
2206,-0.5
2207,22.041666666666668
2208,-0.375
2209,0.0
2210,-0.0625
2211,242.375
2212,0.0
2214,-0.5
2215,-0.5
2217,22.3125
2220,-1.0
2221,-0.0625
2222,-0.9375
2223,-0.041666666666666664
2229,103.20833333333333
2230,20.395833333333332
2232,1.9583333333333333
2233,-0.5208333333333334
2234,1.875
2235,-0.0625
2239,81.375
2240,-0.020833333333333332
2241,-0.6875
2243,-0.5
2244,33.729166666666664
2252,44.645833333333336
2253,-0.041666666666666664
2256,-0.5
2259,189.79166666666666
2261,60.375
2262,22.6875
2267,2.875
2268,68.25
2269,9.145833333333334
2270,7.4375
2274,-0.0625
2275,83.85416666666667
2278,38.333333333333336
2279,188.875
2282,0.0
2283,0.0
2284,-0.6875
2285,-0.020833333333333332
2286,172.875
2287,3.5208333333333335
2290,-0.25
2294,-0.5
2300,-0.020833333333333332
2301,-0.020833333333333332
2302,13.5625
2303,3.7083333333333335
2307,74.5
2310,-0.041666666666666664
2315,31.4375
2319,20.125
2320,21.833333333333332
2321,1515.6458333333333
2324,-0.5
2325,-0.25
2326,-0.0625
2327,-0.020833333333333332
2328,-0.125
2331,13.520833333333334
2333,26.041666666666668
2334,2.7083333333333335
2338,50.895833333333336
2340,62.5625
2341,-0.041666666666666664
2343,12.166666666666666
2344,119.58333333333333
2345,0.5
2346,33.291666666666664
2350,-0.5416666666666666
2352,921.3958333333334
2353,2.9583333333333335
2356,-0.041666666666666664
2357,5.8125
2358,8.270833333333334
2359,21.75
2363,85.125
2364,2.375
2366,10.125
2371,1.6666666666666667
2373,800.9166666666666
2374,-0.125
2375,-0.25
2377,6.729166666666667
2378,70.5
2379,-0.1875
2384,-0.5
2385,36.354166666666664
2386,2.5625
2387,4.5
2388,-0.0625
2390,-0.5208333333333334
2392,-0.041666666666666664
2393,-0.0625
2395,13.895833333333334
2396,-0.0625
2399,1.8541666666666667
2400,-0.5208333333333334
2402,-0.041666666666666664
2404,-0.020833333333333332
2405,-0.020833333333333332
2410,-0.020833333333333332
2411,-0.0625
2412,-0.375
2413,3.0
2418,0.22916666666666666
2419,-0.125
2421,1.75
2422,-0.5
2427,129.16666666666666
2428,-0.4375
2429,162.10416666666666
2432,-0.5208333333333334
2433,-0.5625
2434,-0.8125
2435,22.208333333333332
2436,-1.25
2439,-0.5
2440,-0.0625
2441,-0.041666666666666664
2442,7.458333333333333
2449,-0.020833333333333332
2450,-0.0625
2453,-0.0625
2454,-0.041666666666666664
2455,0.0
2459,-0.5
2460,-0.5
2461,283.9583333333333
2462,-0.020833333333333332
2465,2.9166666666666665
2466,-0.020833333333333332
2469,-0.5208333333333334
2470,-0.1875
2471,57.125
2472,18.020833333333332
2473,1.5625
2477,65.41666666666667
2478,0.0
2479,-0.041666666666666664
2480,-0.5
2481,-0.5
2482,-0.5
2484,-0.20833333333333334
2485,6.8125
2488,-0.5
2489,16.354166666666668
2493,-0.0625
2494,4.229166666666667
2496,7.770833333333333
2497,0.0
2498,-0.25
2499,5.25
2500,9.604166666666666
2504,-0.020833333333333332
2506,-0.7916666666666666
2507,-0.7083333333333334
2508,6.625
2509,-0.041666666666666664
2510,-0.041666666666666664
2514,-0.5
2515,-0.5
2516,-0.1875
2519,0.0
2520,-0.020833333333333332
2521,-0.3125
2523,67.16666666666667
2524,-0.0625
2525,-0.875
2526,-1.9791666666666667
2533,3.6666666666666665
2534,-0.0625
2535,-0.0625
2536,-0.5
2538,8.375
2539,-0.125
2540,4.6875
2542,-0.020833333333333332
2547,-0.125
2548,16.833333333333332
2549,0.0
2550,-0.6875
2551,-0.1875
2554,-0.5
2556,367.0
2558,-0.020833333333333332
2559,-0.020833333333333332
2561,-0.5
2562,50.770833333333336
2563,-0.0625
2564,-1.4166666666666667
2567,25.229166666666668
2569,22.4375
2570,-0.020833333333333332
2575,-0.1875
2576,-0.1875
2577,-0.020833333333333332
2578,100.25
2579,-1.0
2581,-0.7291666666666666
2582,-0.020833333333333332
2586,0.0
2587,-0.0625
2588,6.104166666666667
2589,0.0
2591,-0.041666666666666664
2596,0.0
2597,-0.020833333333333332
2600,1.875
2601,-0.0625
2605,-0.041666666666666664
2606,-0.5625
2607,0.0
2608,24.75
2609,-0.875
2610,-1.3125
2611,-2.5
2612,1.1458333333333333
2613,-0.625
2614,2.9375
2615,-1.125
2618,3.9375
2620,340.3958333333333
2623,31.4375
2624,-0.875
2625,2.8541666666666665
2630,-0.0625
2631,-0.0625
2632,-0.25
2633,1.125
2635,15.145833333333334
2636,-0.4375
2637,0.0
2638,191.35416666666666
2639,-0.020833333333333332
2641,1.6458333333333333
2642,-0.0625
2643,8.75
2644,33.458333333333336
2649,-0.5
2651,-0.0625
2652,-0.020833333333333332
2653,33.75
2655,-0.5
2658,-0.041666666666666664
2661,-0.5416666666666666
2662,-0.0625
2663,-0.0625
2666,119.1875
2667,0.0
2668,-0.041666666666666664
2669,2.8958333333333335
2670,194.64583333333334
2671,-0.1875
2673,-0.5208333333333334
2675,-0.125
2676,-0.125
2677,-0.125
2678,-0.1875
2682,14.583333333333334
2683,17.104166666666668
2684,-0.0625
2685,-0.1875
2686,-0.020833333333333332
2687,29.708333333333332
2688,2.875
2689,-0.041666666666666664
2697,1.6666666666666667
2699,4.541666666666667
2700,-0.1875
2702,-0.0625
2703,-0.041666666666666664
2704,3.9583333333333335
2705,-2.625
2709,-2.9583333333333335
2710,-0.020833333333333332
2711,-0.75
2714,39.145833333333336
2715,2.9166666666666665
2716,-0.041666666666666664
2721,2.7083333333333335
2722,-0.020833333333333332
2724,1.7916666666666667
2725,-0.0625
2726,0.0
2727,-0.375
2730,-0.020833333333333332
2731,-0.020833333333333332
2738,-0.5
2739,-0.041666666666666664
2741,-0.020833333333333332
2746,-0.1875
2747,-0.0625
2749,33.416666666666664
2750,-0.0625
2752,-0.0625
2754,14.395833333333334
2755,3.7291666666666665
2756,15.645833333333334
2757,-0.020833333333333332
2758,-0.0625
2759,-0.020833333333333332
2760,3.7916666666666665
2764,-0.5625
2766,-2.2708333333333335
2767,22.958333333333332
2768,-0.1875
2769,-0.0625
2771,-0.75
2772,0.0
2775,-0.041666666666666664
2776,2.2916666666666665
2777,0.0
2778,-0.041666666666666664
2779,-0.0625
2781,-0.041666666666666664
2782,1.6041666666666667
2783,0.0
2785,-0.020833333333333332
2788,-0.0625
2789,-0.3125
2790,13.875
2791,-0.625
2792,-1.1875
2793,9.083333333333334
2794,-0.25
2795,0.7083333333333334
2796,31.4375
2798,-0.5208333333333334
2799,41.0625
2800,57.270833333333336
2801,-0.020833333333333332
2802,25.895833333333332
2803,-0.0625
2804,9.333333333333334
2805,-0.375
2808,11.9375
2810,-0.020833333333333332
2811,22.958333333333332
2812,11.354166666666666
2813,11.729166666666666
2814,102.9375
2815,0.0
2816,-0.041666666666666664
2817,-0.375
2818,-0.020833333333333332
2819,35.5625
2820,-0.5
2821,-0.125
2822,-0.75
2823,-0.8541666666666666
2829,11.375
2830,-0.5
2831,-2.875
2832,2.9583333333333335
2834,-0.5
2835,-0.375
2836,69.10416666666667
2837,-0.0625
2838,-0.0625
2839,0.0
2840,2.9583333333333335
2841,8.041666666666666
2842,3.875
2844,-0.0625
2845,-0.125
2846,73.1875
2849,5.291666666666667
2850,20.645833333333332
2851,6.708333333333333
2852,-0.0625
2853,-0.3125
2854,261.3125
2855,33.979166666666664
2856,-0.0625
2858,10.729166666666666
2859,-0.0625
2860,0.0
2862,-0.125
