Facebook_news_id (by day),Facebook_avg_popularity (by day)
3034,91.5
3035,934.5
3036,9.5
3040,341.5
3042,585.0
3046,1466.5
3047,45.5
3048,-12.5
3049,48.0
3050,-14.0
3051,-5.5
3052,-13.0
3053,-13.0
2972,266.5
3060,12010.0
3064,1129.0
3065,69.5
3066,60.5
3067,682.5
3069,285.0
3072,-12.0
3073,431.5
3074,-12.0
3075,133.5
3076,448.5
3077,848.0
3078,141.0
3079,357.0
3080,826.5
3081,-0.5
3084,-20.5
3085,-12.0
3086,0.0
3087,-18.5
3088,43.0
3089,-15.0
3090,90.0
3094,65.0
3095,113.5
3096,65.0
3097,241.5
3098,-9.5
3100,97.5
3104,816.0
3105,2229.0
3108,7663.5
3109,102.5
3114,140.0
3115,202.5
3116,2770.5
3117,3328.5
3118,-8.0
3124,646.5
3125,-12.0
3127,273.0
3128,1683.0
3129,-12.5
3130,-3.0
3131,130.5
3135,2.5
3136,249.5
3139,-12.0
3140,21847.5
3142,800.5
3143,67.0
3144,138.5
3145,49.5
3146,136.5
3152,135.5
3153,1333.0
3154,-2.0
3155,1062.5
3158,96.5
3159,-3.0
3162,485.0
3166,70.5
3167,381.0
3172,-12.0
3173,-12.5
3174,-13.5
3180,303.0
3181,709.0
3182,2262.5
3185,2917.0
3186,1191.5
3188,1072.5
3189,208.0
3190,31391.0
3191,471.0
3195,-12.5
3196,-16.0
3197,398.0
3198,2149.0
3199,346.5
3203,139.5
3204,358.5
3207,511.5
3208,4477.0
3209,59.0
3210,-0.5
3211,69.0
3216,124.5
3217,332.5
3218,-3.0
3223,-2.0
3224,2247.0
3225,265.5
3230,-15.5
3231,525.0
3234,3035.0
3235,19.5
3236,72.0
3237,424.5
3238,-12.5
3239,-2.0
3240,2104.5
3243,3322.0
3244,46.0
3245,0.0
3246,101.5
3249,-14.0
3250,-2.5
3251,201.0
3252,60.5
3253,1235.5
3254,65.0
3255,136.0
3256,80.5
3257,297.0
3259,-2.5
3260,3282.0
3261,-0.5
3262,2096.5
3263,210.0
3266,3591.5
3267,168.0
3270,1245.0
3271,1382.5
3272,255.5
3273,210.0
3274,-1.5
3276,554.5
3279,65.0
3280,185.0
3281,113.5
3284,-3.0
3285,413.0
3286,169.0
3287,-18.5
3288,170.0
3292,12345.0
3293,1593.5
3295,206.0
3296,0.0
3297,-9.0
3299,19774.0
3300,-12.0
3301,1104.5
3302,-0.5
3303,125.0
3305,1581.0
3306,956.5
3309,1120.0
3310,-0.5
3311,805.5
3312,364.5
3313,-16.5
3314,-21.0
3315,1117.5
3319,-1.5
3320,249.0
3321,195.0
3322,-1.5
3325,-4.5
3327,-18.5
3328,173.0
3329,4253.5
3330,257.0
3331,-13.0
3332,127.0
3334,-3.0
3335,737.5
3336,238.0
3338,-7.0
3339,68.0
3340,-1.0
3342,-11.0
3343,-37.0
3347,254.5
3349,196.0
3350,16209.5
3352,309.0
3353,1313.0
3354,351.0
3357,-20.0
3359,137.0
3360,252.0
3368,-4.5
3370,135.0
3371,-0.5
3372,-12.5
3374,-12.0
3375,4719.5
3376,140.0
3378,-12.0
3379,2163.5
3380,-12.5
3383,214.0
3384,-0.5
3385,-1.0
3389,-12.0
3390,135.5
3391,354.0
3392,250.5
3394,1395.5
3395,5049.5
3396,187.0
3397,62.0
3398,1687.5
3400,505.5
3401,133.5
3402,66.0
3403,2857.5
3406,-19.5
3409,88.0
3410,54.5
3413,-12.0
3414,4885.0
3415,-1.0
3419,-4.5
3420,6942.5
3424,202589.5
3425,194.0
3426,-4.0
3432,-18.0
3437,347.5
3438,16705.5
3439,407.5
3443,-1.0
3446,-17.0
3453,-12.0
3456,912.0
3457,60.0
3458,539.0
3459,143.5
3464,10.5
3465,625.0
3466,272.5
3468,1214.0
3469,66.0
3476,119.5
3477,607.5
3478,139.5
3484,330.5
3485,78.0
3488,313.0
3489,621.0
3491,23868.0
3492,164.0
3493,1232.5
3496,-12.5
3498,4631.5
3499,-7.5
3500,0.0
3501,10397.0
3503,5697.0
3505,278.0
3506,273.0
3507,-1.5
3508,1648.0
3513,-19.0
3514,-13.0
3516,182.0
3517,110.5
3521,47.0
3522,150.0
3523,-12.5
3525,125.0
3526,-4.5
3527,114.5
3529,150.0
3530,-16.0
3533,377.0
3539,235.5
3541,674.5
3542,-16.5
3543,406.0
3546,561.0
3548,-14.0
3549,29.0
3552,427.0
3553,1204.0
3554,6421.5
3561,-33.0
3562,1253.0
3566,133.5
3567,49.0
3568,322.0
3569,189.5
3573,802.0
3575,3532.0
3577,59030.0
3578,54.0
3581,117.0
3582,34386.5
3583,-9.5
3584,1080.5
3585,184.0
3586,1087.5
3587,-11.0
3588,115.5
3592,-9.0
3593,3721.5
3597,221.0
3598,222.5
3600,417.0
3601,58.0
3602,321.5
3605,110.5
3606,368.0
3607,117.0
3609,138.0
3611,105.0
3614,106.0
3615,250.0
3619,496.5
3620,-2.5
3621,112.0
3622,-7.0
3623,27.0
3627,3034.0
3628,634.5
3630,276.0
3631,2082.0
3632,529.0
3633,9.0
3634,64.0
3635,48.0
3636,1307.0
3637,-33.0
3638,0.0
3641,1261.5
3642,-4.5
3643,458.5
3645,351.0
3646,19171.0
3647,604.0
3648,-2.5
3650,18.0
3652,-2.5
3653,123.0
3655,818.0
3657,130.5
3658,240.5
3659,59.5
3660,-12.0
3661,336.0
3662,-14.5
3665,-3.0
3666,715.0
3667,-6.0
3668,1.5
3669,70.0
3670,-43.0
3671,692.5
