GooglePlus_news_id (by hour),GooglePlus_avg_popularity (by hour)
431,-0.041666666666666664
433,-1.3125
434,-0.020833333333333332
435,-0.6875
440,4.875
441,0.0
442,-0.0625
443,-0.875
444,-0.6875
445,6.979166666666667
449,-1.7291666666666667
450,1.875
451,-1.0
452,-0.9375
453,21.583333333333332
460,-0.020833333333333332
461,-0.041666666666666664
462,3.0625
463,-0.0625
467,15.520833333333334
471,-0.5
472,20.5625
474,-0.020833333333333332
477,0.0
478,-0.5
479,-0.0625
482,-0.125
488,-3.0
489,-0.08333333333333333
492,-0.041666666666666664
495,-0.5416666666666666
497,-0.5625
498,13.979166666666666
499,1.1666666666666667
500,-0.0625
501,0.0
502,-1.9166666666666667
503,-0.125
504,-0.1875
505,3.8125
506,-0.020833333333333332
508,-0.8125
512,-0.041666666666666664
514,0.0
515,-1.0
516,-0.020833333333333332
517,-0.041666666666666664
520,14.25
521,5.25
526,6.729166666666667
529,-0.020833333333333332
530,0.0
531,0.0
534,-0.020833333333333332
535,-0.0625
537,-0.5208333333333334
538,-0.5208333333333334
539,5.395833333333333
540,141.22916666666666
543,4.375
549,-0.125
550,-0.041666666666666664
551,4.5625
552,-0.020833333333333332
554,0.0
555,3.7291666666666665
556,-2.2291666666666665
557,-0.1875
558,4.6875
571,-0.5
576,-0.125
577,0.0
578,1.0625
579,-0.0625
580,-0.041666666666666664
581,-0.041666666666666664
582,24.458333333333332
583,2.625
584,-1.5416666666666667
585,-0.5
589,-0.020833333333333332
590,2.2083333333333335
591,-0.125
592,-0.1875
600,6.833333333333333
601,-0.125
602,5.208333333333333
605,-0.020833333333333332
606,-0.125
615,2.7291666666666665
616,-0.1875
617,3.1875
618,-0.020833333333333332
619,-0.25
623,5.791666666666667
626,10.25
627,-0.041666666666666664
628,-1.25
633,-0.6458333333333334
638,0.0
639,-0.020833333333333332
640,14.9375
645,-0.5
648,-0.0625
649,8.604166666666666
650,0.0
656,-0.7291666666666666
657,-0.75
658,3.0208333333333335
659,-0.020833333333333332
665,4.854166666666667
666,5.020833333333333
672,2.3541666666666665
673,5.8125
674,3.6458333333333335
675,4.666666666666667
680,-0.041666666666666664
681,2.5
682,0.0
687,-0.75
690,252.9375
691,2.5416666666666665
696,-0.5
697,-0.5625
699,-0.020833333333333332
700,0.0
701,-0.041666666666666664
702,0.0
705,10.166666666666666
706,2.9166666666666665
707,-0.25
711,3.4375
712,2.9375
713,2.1666666666666665
714,0.4375
715,1.75
716,-3.0
717,-0.0625
724,-0.041666666666666664
725,20.0
733,2.9166666666666665
734,-0.375
740,-0.020833333333333332
741,0.0
745,-0.5
748,-0.0625
749,-0.0625
750,-0.125
751,-3.0
754,-3.0
757,-0.5
767,-0.0625
768,-0.020833333333333332
771,2.625
773,0.0
774,2.3958333333333335
776,-0.0625
777,-0.0625
778,0.0
779,-0.125
783,-0.5
785,-0.0625
786,-0.0625
794,-0.041666666666666664
795,-0.125
798,18.270833333333332
802,6.604166666666667
805,-0.125
809,-0.3125
811,40.5625
813,-0.0625
814,6.395833333333333
815,-0.8125
817,0.0
818,0.0
820,-0.0625
821,0.0
822,2.75
823,2.7083333333333335
824,-0.5
825,-0.3125
826,0.0
827,0.0
828,-0.1875
831,-0.041666666666666664
832,28.9375
833,0.0
834,2.875
835,0.0
839,1.875
840,0.0
841,-0.0625
842,-0.041666666666666664
843,-0.75
844,4.916666666666667
847,-0.9375
848,42.4375
849,1.0625
850,-0.5
851,-0.5
852,5.791666666666667
853,1.625
857,2.7916666666666665
858,-0.8125
859,-0.020833333333333332
860,-0.1875
862,10.229166666666666
863,7.520833333333333
864,-0.020833333333333332
865,0.0
868,0.0
869,2.5833333333333335
870,-3.0
871,1.1041666666666667
872,-0.041666666666666664
873,66.85416666666667
874,-0.5
875,-0.0625
876,2.7708333333333335
877,-0.25
878,2.9166666666666665
879,-0.3125
880,-0.125
885,-0.5
886,-0.041666666666666664
887,13.416666666666666
889,140.125
890,18.6875
891,-0.625
892,62.0625
893,-0.0625
897,5.1875
898,-0.375
899,-1.4375
900,-0.0625
901,-0.6875
903,-0.5
904,-0.5
905,-0.375
906,-0.25
908,4.416666666666667
909,-0.041666666666666664
911,2.875
912,-0.0625
913,6.5
916,-0.5416666666666666
917,-0.6875
920,-0.0625
921,-0.020833333333333332
922,-0.3125
924,-0.5
925,2.1041666666666665
926,-0.0625
927,-0.375
928,1.9166666666666667
935,-0.1875
938,0.25
939,0.0
940,-0.020833333333333332
942,-0.25
943,18.0625
944,-0.4791666666666667
945,-0.0625
948,3.8333333333333335
949,2.9375
950,-0.25
958,-0.25
959,0.0
960,-1.2916666666666667
961,-0.020833333333333332
970,-0.1875
971,-0.625
976,-0.041666666666666664
981,-0.7291666666666666
987,-0.0625
988,2.875
999,-0.020833333333333332
1000,-0.0625
1003,-0.25
1004,34.5
1005,-0.020833333333333332
1006,0.0
1013,2.9166666666666665
1022,5.0625
1023,-0.020833333333333332
1024,-0.0625
1028,-0.375
1029,11.166666666666666
1031,-0.0625
1038,-0.5
1042,17.208333333333332
1043,-0.020833333333333332
1046,-0.041666666666666664
1047,0.0
1048,-0.5625
1055,-2.4583333333333335
1056,-0.3125
1060,0.0
1061,12.0625
1067,23.395833333333332
1068,24.979166666666668
1075,-0.5
1078,0.0
1079,-0.020833333333333332
1080,1.625
1081,-0.1875
1082,12.979166666666666
1083,-0.041666666666666664
1084,-0.0625
1088,-0.5625
1089,-0.0625
1087,16.4375
1095,-0.0625
1096,63.958333333333336
1097,-0.0625
1098,-0.08333333333333333
1099,-0.0625
1100,0.0
1104,-0.041666666666666664
1111,-0.020833333333333332
1114,-0.6666666666666666
1115,28.125
1116,2.8333333333333335
1121,8.25
1123,-0.375
1124,-0.0625
1125,8.5
1126,-0.041666666666666664
1127,2.375
1128,-0.125
1129,-0.25
1139,0.0
1142,-0.1875
1144,6.333333333333333
1145,3.0
1146,0.0
1148,11.708333333333334
1151,75.58333333333333
1152,-0.1875
1153,2.9583333333333335
1154,2.5
1155,107.75
1156,-0.041666666666666664
1157,-0.0625
1159,-0.0625
1160,0.0
1162,48.875
1164,74.16666666666667
1167,-0.5208333333333334
1168,2.7708333333333335
1169,-0.1875
1170,-0.5
1174,-0.020833333333333332
1175,-0.875
1179,-0.0625
1180,-0.1875
1182,3.7916666666666665
1184,6.3125
1185,-0.020833333333333332
1186,2.9375
1188,-0.5
1189,2.8958333333333335
1190,-0.5
1194,2.0208333333333335
1195,0.0
1198,-0.020833333333333332
1201,-0.020833333333333332
1203,-1.0
1204,-0.5
1206,-0.020833333333333332
1207,-0.4375
1210,1.2083333333333333
1212,4.458333333333333
1213,2.4791666666666665
1217,247.45833333333334
1223,-0.041666666666666664
1224,3.5625
1226,-0.020833333333333332
1227,-0.375
1228,2.6458333333333335
1230,5.25
1231,-0.3125
1232,0.0
1233,4.875
1234,-0.5
1235,-0.25
1236,3.4583333333333335
1237,-0.041666666666666664
1238,-0.041666666666666664
1239,-0.0625
1241,2.9166666666666665
1243,-1.8958333333333333
1249,-0.125
1251,-0.041666666666666664
1252,-0.020833333333333332
1253,-0.625
1254,0.875
1255,-1.1875
1256,-0.6041666666666666
1257,-0.2708333333333333
1258,-0.041666666666666664
1260,2.0
1263,-0.0625
1264,22.208333333333332
1265,-0.041666666666666664
1267,1.625
1268,1.9583333333333333
1273,15.5
1274,0.0
1276,-0.5
1280,-0.5
1283,-0.5
1284,-0.5
1285,-0.5
1297,-0.75
1298,-0.020833333333333332
1301,-0.020833333333333332
1302,2.0208333333333335
1303,1.1875
1304,-0.5
1306,-0.5
1307,-0.5
1309,5.270833333333333
1310,-0.041666666666666664
1312,22.3125
1313,-0.0625
1314,-0.0625
1315,2.75
1316,-0.020833333333333332
1317,-0.0625
1320,-0.5
1322,0.0
1323,20.75
1327,0.0
1328,-0.125
1329,-0.041666666666666664
1331,-0.5
1332,0.0
1333,-2.3333333333333335
1335,28.604166666666668
1336,-0.0625
1340,-0.5416666666666666
1341,400.6458333333333
1346,2.7083333333333335
1349,-0.041666666666666664
1350,-0.0625
1352,-0.5208333333333334
1356,-0.1875
1358,-0.5208333333333334
1359,-0.5208333333333334
1360,-0.0625
1361,0.0
1362,-0.0625
1366,2.9166666666666665
1367,-0.125
1368,0.0
1369,-0.0625
1370,-0.0625
1371,-0.0625
1372,0.0
1375,-0.5
1376,-0.041666666666666664
1379,28.395833333333332
1380,-0.5
1381,-0.5
1382,-0.5
1386,5.041666666666667
1387,-0.041666666666666664
1388,-0.041666666666666664
1390,14.229166666666666
1395,132.95833333333334
1397,43.395833333333336
1398,-0.020833333333333332
1399,-0.041666666666666664
1400,-0.0625
1401,-0.0625
1402,2.9166666666666665
1403,-0.041666666666666664
1404,14.25
1405,-0.125
1406,1.1458333333333333
1408,-0.5
1410,5.708333333333333
1411,0.0
1412,652.9166666666666
1413,-3.0
1414,-1.7708333333333333
1415,-0.5
1416,-0.5
1419,-0.020833333333333332
1420,-0.0625
1421,-0.020833333333333332
1422,-0.020833333333333332
1423,-0.020833333333333332
1424,-0.125
1428,2.8541666666666665
1431,-0.375
1437,-0.020833333333333332
1438,-0.08333333333333333
1440,-0.5208333333333334
1442,-0.0625
1443,2.7291666666666665
1447,-0.020833333333333332
1448,-0.0625
1449,20.625
1452,2.625
1453,6.0
1454,53.916666666666664
1457,-0.8125
1458,-2.7291666666666665
1460,8.895833333333334
1461,-0.125
1462,-0.25
1464,-0.1875
1465,-0.020833333333333332
1469,-0.08333333333333333
1470,68.75
1472,-0.3125
1473,4.3125
1474,2.9583333333333335
1475,-0.25
1476,-0.125
1477,-0.125
1478,-0.3125
1481,1.9166666666666667
1483,-0.125
1484,2.75
1485,1.875
1488,-0.5
1489,-0.5
1490,-0.5
1494,-0.5
1496,0.0
1497,-0.041666666666666664
1498,-0.375
1500,-0.5208333333333334
1501,-0.5
1503,-0.020833333333333332
1504,-0.020833333333333332
1505,-0.875
1506,0.0
1508,-0.5208333333333334
1509,-0.5
1512,-0.0625
1513,52.5625
1514,-0.125
1515,-0.625
1516,-1.0
1518,-0.5833333333333334
1523,1.625
1524,-2.3125
1525,-0.020833333333333332
1526,-0.0625
1528,7.75
1529,-0.041666666666666664
1530,-2.3541666666666665
1532,-0.5
1533,5.666666666666667
1534,-0.0625
1535,-0.9583333333333334
1536,-0.8333333333333334
1537,-0.041666666666666664
1541,-0.6875
1544,-0.0625
1545,-0.0625
1546,-0.7916666666666666
1548,-0.5208333333333334
1549,4.229166666666667
1550,6.8125
1551,-0.5
1553,2.1041666666666665
1555,-0.0625
1557,0.0
1558,0.0
1559,-0.1875
1560,-0.041666666666666664
1561,14.8125
1562,-0.5
1563,0.7291666666666666
1564,-0.375
1565,7.0625
1566,0.0
1567,-0.25
1570,-0.5
1572,24.625
1574,7.9375
1575,-0.5
1576,-0.9791666666666666
1583,-0.0625
1584,6.041666666666667
1589,20.645833333333332
1590,-0.0625
1592,-0.5
1593,-0.5
1594,-0.5
1596,-0.375
1598,28.479166666666668
1599,0.0
1600,2.7083333333333335
1601,34.729166666666664
1602,-0.125
1603,2.75
1605,-0.5
1606,-0.5
1607,-0.5208333333333334
1610,0.0
1612,-0.041666666666666664
1613,-0.375
1614,-0.041666666666666664
1615,-0.375
1617,-0.5
1618,-0.625
1619,-0.020833333333333332
1620,-0.125
1623,-0.5
1624,-0.5208333333333334
1625,-0.5
1626,1.5
1627,-0.0625
1628,0.0
1629,-0.5
1630,-0.5
1632,-0.020833333333333332
1633,-0.020833333333333332
1634,-0.020833333333333332
1635,-0.5
1636,-0.5
1637,-0.5
1639,0.0
1641,-0.5
1642,-0.5
1643,-0.5
1645,-0.1875
1646,0.0
1647,19.75
1648,-0.125
1649,-0.6458333333333334
1650,-0.1875
1651,10.6875
1652,-0.0625
1653,-0.020833333333333332
1655,-0.5
1656,-0.7083333333333334
1658,15.020833333333334
1659,2.625
1660,-0.875
1661,2.75
1662,-0.0625
1663,0.375
1664,-0.125
1668,-0.5208333333333334
1669,-0.041666666666666664
1670,-0.0625
1671,-0.041666666666666664
1672,2.7291666666666665
1673,26.1875
1674,5.916666666666667
1678,-0.5
1679,11.6875
1680,-0.5208333333333334
1681,-0.5
1682,15.5625
1683,-0.0625
1684,-0.0625
1685,17.375
1686,-0.3125
1687,2.9166666666666665
1688,-0.5625
1689,2.8125
1690,7.75
1691,-0.125
1692,-0.020833333333333332
1693,-0.5
1694,-0.5208333333333334
1696,0.0
1697,-0.5625
1698,1.875
1699,2.75
1703,-0.125
1704,10.104166666666666
1705,-0.0625
1706,-0.020833333333333332
1707,-0.0625
1712,-0.0625
1713,-0.0625
1714,0.0
1718,-0.5
1719,5.0
1720,-0.5208333333333334
1721,-0.5208333333333334
1722,-0.0625
1725,-0.041666666666666664
1726,-0.020833333333333332
1727,0.0
1729,-0.5208333333333334
1730,23.916666666666668
1731,-0.0625
1732,-0.020833333333333332
1733,1.5625
1737,-0.5208333333333334
1739,-1.4375
1740,5.166666666666667
1741,-0.0625
1743,2.9583333333333335
1746,-2.3958333333333335
1748,-0.5
1749,-0.020833333333333332
1750,-0.5
1751,-0.125
1752,-0.9375
1758,-1.1875
1759,-0.041666666666666664
1761,-0.5
1763,-0.020833333333333332
1766,-0.5
1768,21.604166666666668
1769,-0.125
1770,5.4375
1771,-0.125
1772,39.979166666666664
1773,15.125
1774,-0.020833333333333332
1781,-0.041666666666666664
1782,-0.5
1783,6.5
1784,-1.0
1785,1.6875
1786,-0.020833333333333332
1787,-0.041666666666666664
1788,10.708333333333334
1789,-0.0625
1791,-0.5208333333333334
1792,-0.5208333333333334
1796,-0.041666666666666664
1797,1.875
1799,-0.4375
1800,3.6041666666666665
1801,-0.0625
1802,0.0
1805,0.0
1809,-0.0625
1813,0.0
1814,18.416666666666668
1819,-0.75
1823,-0.4375
1826,0.0
1827,7.229166666666667
1828,-0.125
1829,0.0
1830,-0.041666666666666664
1831,-0.25
1833,-0.75
1834,-0.5625
1840,1.5
1843,4.833333333333333
1844,2.7708333333333335
1845,-0.6875
1849,-0.875
1850,-0.125
1851,0.0
1852,2.875
1854,-0.5
1858,15.375
1859,-0.125
1862,18.25
1863,4.8125
1867,-0.875
1871,49.25
1872,-0.875
1873,-0.041666666666666664
1875,-0.5
1876,0.0
1877,0.0
1881,-0.875
1882,59.145833333333336
1883,-0.5208333333333334
1884,-0.0625
1885,-0.5
1887,-0.75
1889,9.083333333333334
1891,-0.0625
1897,-0.0625
1899,-0.0625
1902,35.979166666666664
1903,2.6875
1904,-0.9375
1906,-0.5
1908,2.9166666666666665
1911,-0.041666666666666664
1912,-0.041666666666666664
1917,-0.041666666666666664
1920,-0.5208333333333334
1921,-0.125
1924,-0.375
1927,-2.7708333333333335
1930,0.0
1932,-1.25
1933,-0.375
1936,-2.9791666666666665
1938,-2.9791666666666665
1942,-0.020833333333333332
1941,-0.20833333333333334
1944,-0.0625
1945,30.395833333333332
1946,-0.5625
1947,-1.5625
1948,2.0416666666666665
1951,5.0
1954,-0.0625
1955,217.83333333333334
1957,-0.0625
1959,-0.9375
1960,-1.8333333333333333
1961,-0.1875
1962,2.875
1963,-1.8541666666666667
1964,-1.8541666666666667
1965,14.5
1966,2.25
1967,-0.0625
1968,-0.020833333333333332
1969,-0.0625
1970,-2.8333333333333335
1972,-0.8125
1973,-0.5
1974,-0.5
1976,-0.5
1977,-0.0625
1978,-0.041666666666666664
1980,-0.25
1981,-0.5625
1982,2.7291666666666665
1983,-0.020833333333333332
1985,12.25
1988,8.875
1989,-0.8125
1990,-2.2291666666666665
1991,8.041666666666666
1992,-0.375
1993,-0.375
1996,-0.0625
1999,7.104166666666667
2001,0.0
2002,-0.041666666666666664
2003,-0.020833333333333332
2004,0.0
2005,5.5
2006,-0.041666666666666664
2008,-0.020833333333333332
2011,-0.5
2013,7.875
2014,-0.041666666666666664
2015,-0.020833333333333332
2016,-0.0625
2017,1.6875
2018,19.208333333333332
2019,-0.0625
2020,-1.0625
2021,0.0
2024,-0.5
2025,-0.375
2026,-0.020833333333333332
2027,2.875
2029,-3.0
2032,-0.0625
2033,-0.020833333333333332
2035,-0.020833333333333332
2036,-0.041666666666666664
2041,-0.020833333333333332
2043,-0.020833333333333332
2044,-2.5833333333333335
2046,0.0
2049,-0.0625
2050,-0.0625
2051,-0.3125
2052,-0.1875
2053,-0.1875
2055,-3.0
2057,-0.3125
2058,-0.5
2061,-3.0
2064,-0.0625
2065,-0.125
2067,-0.0625
2068,20.041666666666668
2069,-0.875
2070,1648.1458333333333
2071,8.875
2074,-0.5416666666666666
2075,0.75
2076,3.625
2078,0.75
2079,-0.041666666666666664
2080,0.0
2081,1.4791666666666667
2083,0.0
2084,0.0
2086,-0.625
2088,12.770833333333334
2089,64.10416666666667
2090,-0.5
2091,-0.5
2092,2.875
2093,-0.125
2094,2.5625
2095,-0.5208333333333334
2096,-0.5
2098,0.0
2099,-0.5
2100,-0.5
2101,-0.5
2102,0.0
2103,3.7291666666666665
2104,-0.020833333333333332
2106,-1.5833333333333333
2108,-0.125
2109,-0.0625
2112,-0.020833333333333332
2113,8.75
2116,-0.5208333333333334
2117,-0.5208333333333334
2118,2.875
2119,15.041666666666666
2121,-0.625
2122,6.520833333333333
2123,108.77083333333333
2124,-0.041666666666666664
2128,11.895833333333334
2129,-0.5
2130,2.0208333333333335
2131,0.0
2132,2.9375
2134,-0.020833333333333332
2135,1.6458333333333333
2138,2.625
2139,3.6041666666666665
2140,2.9791666666666665
2143,-0.25
2145,-0.020833333333333332
2146,-0.5
2147,-0.125
2148,5.9375
2149,-0.5
2151,-0.5208333333333334
2152,-0.2708333333333333
2153,-0.08333333333333333
2160,-1.4375
2162,6.958333333333333
2163,-0.0625
2164,-0.041666666666666664
2165,-0.041666666666666664
2169,3.6458333333333335
2170,-0.041666666666666664
2172,-0.7291666666666666
2173,-0.8333333333333334
2174,-0.875
2175,-0.7708333333333334
2179,-0.020833333333333332
2180,-0.041666666666666664
2181,-0.0625
2182,-0.375
2186,-0.8541666666666666
2188,-0.0625
2189,0.0
2190,-0.041666666666666664
2191,1.3958333333333333
2193,0.0
2196,-0.6458333333333334
2197,2.25
2198,-0.041666666666666664
2199,-0.125
2202,-0.75
2203,-0.5
2204,-0.020833333333333332
2205,-0.0625
2206,-0.5
2207,4.895833333333333
2208,-0.375
2209,0.0
2210,-0.0625
2211,13.354166666666666
2212,0.0
2214,-0.5
2215,-0.5
2217,2.375
2220,-1.0
2221,-0.0625
2222,-0.9375
2223,-0.041666666666666664
2229,18.375
2230,3.2708333333333335
2232,-0.5
2233,-0.5208333333333334
2234,-0.0625
2235,-0.0625
2239,-0.5
2240,-0.020833333333333332
2241,1.625
2243,1.9791666666666667
2244,-0.0625
2252,-0.0625
2253,-0.041666666666666664
2256,-0.5
2259,73.04166666666667
2261,16.854166666666668
2262,3.6875
2267,-0.0625
2268,-0.125
2269,-0.0625
2270,-0.1875
2274,-0.0625
2275,17.041666666666668
2278,20.083333333333332
2279,65.25
2282,2.0416666666666665
2283,0.0
2284,-0.6875
2285,-0.020833333333333332
2286,7.104166666666667
2287,-0.125
2290,-0.25
2294,-0.5
2300,-0.020833333333333332
2301,-0.020833333333333332
2302,2.6875
2303,1.2916666666666667
2307,-0.5
2310,-0.041666666666666664
2315,8.125
2319,5.0
2320,6.0
2321,28.0
2324,-0.5
2325,-0.25
2326,-0.0625
2327,-0.020833333333333332
2328,-0.125
2331,1.4583333333333333
2333,-0.020833333333333332
2334,-0.020833333333333332
2338,-0.5
2340,6.666666666666667
2341,5.9375
2343,2.3958333333333335
2344,-0.0625
2345,-1.25
2346,-0.0625
2350,-0.5416666666666666
2352,56.25
2353,5.708333333333333
2356,-0.041666666666666664
2357,-0.0625
2358,0.0
2359,-0.041666666666666664
2363,-0.041666666666666664
2364,5.229166666666667
2366,-0.375
2371,-0.5
2373,10.645833333333334
2374,2.5
2375,-0.25
2377,-0.020833333333333332
2378,24.166666666666668
2379,-0.1875
2384,-0.5
2385,19.083333333333332
2386,-0.020833333333333332
2387,0.0
2388,-0.0625
2390,-0.5208333333333334
2392,-0.041666666666666664
2393,-0.0625
2395,0.0
2396,-0.0625
2399,-0.5
2400,-0.5208333333333334
2402,-0.041666666666666664
2404,1.9583333333333333
2405,8.708333333333334
2410,-0.020833333333333332
2411,-0.0625
2412,-0.375
2413,1.9166666666666667
2418,7.541666666666667
2419,-0.125
2421,4.125
2422,-0.5
2427,1.9791666666666667
2428,-0.4375
2429,5.270833333333333
2432,-0.5208333333333334
2433,-0.5625
2434,-0.8125
2435,-0.875
2436,0.5
2439,-0.5
2440,-0.0625
2441,-0.041666666666666664
2442,-0.375
2449,-0.020833333333333332
2450,11.520833333333334
2453,-0.0625
2454,-0.041666666666666664
2455,0.0
2459,-0.5
2460,-0.5
2461,31.395833333333332
2462,-0.020833333333333332
2465,8.75
2466,-0.020833333333333332
2469,-0.5208333333333334
2470,2.625
2471,1.6458333333333333
2472,-0.041666666666666664
2473,1.2916666666666667
2477,-0.041666666666666664
2478,0.0
2479,-0.041666666666666664
2480,-0.5
2481,-0.5
2482,-0.5
2484,3.0833333333333335
2485,-0.020833333333333332
2488,-0.5
2489,6.645833333333333
2493,-0.0625
2494,-0.041666666666666664
2496,7.0
2497,0.0
2498,-0.25
2499,1.125
2500,-0.1875
2504,-0.020833333333333332
2506,-0.7916666666666666
2507,-0.7083333333333334
2508,2.875
2509,1.6666666666666667
2510,-0.041666666666666664
2514,-0.5
2515,-0.5
2516,2.625
2519,0.0
2520,-0.020833333333333332
2521,-0.3125
2523,0.6666666666666666
2524,-1.1875
2525,11.041666666666666
2526,-1.9791666666666667
2533,-0.6875
2534,-0.0625
2535,-0.0625
2536,4.479166666666667
2538,-0.041666666666666664
2539,-0.125
2540,-0.4375
2542,-0.020833333333333332
2547,-0.125
2548,6.916666666666667
2549,0.0
2550,-0.6875
2551,-0.1875
2554,-0.5
2556,4.291666666666667
2558,-0.020833333333333332
2559,2.8333333333333335
2561,-0.5
2562,5.520833333333333
2563,-0.0625
2564,-2.2083333333333335
2567,8.75
2569,2.7916666666666665
2570,-0.020833333333333332
2575,-0.1875
2576,10.125
2577,-0.020833333333333332
2578,5.479166666666667
2579,-1.0
2581,-0.7291666666666666
2582,-0.020833333333333332
2586,0.0
2587,2.875
2588,-0.0625
2589,0.0
2591,5.875
2596,3.0
2597,3.3541666666666665
2600,-0.5625
2601,2.875
2605,-0.041666666666666664
2606,-0.5625
2607,0.0
2608,-0.4375
2609,-0.875
2610,-1.3125
2611,-2.5
2612,4.166666666666667
2613,-0.625
2614,-0.020833333333333332
2615,-1.125
2618,24.645833333333332
2620,32.604166666666664
2623,-0.020833333333333332
2624,-0.875
2625,-0.041666666666666664
2630,-0.0625
2631,-0.0625
2632,-0.25
2633,-0.75
2635,2.625
2636,-0.4375
2637,0.0
2638,117.10416666666667
2639,-0.020833333333333332
2641,4.479166666666667
2642,-0.0625
2643,-0.0625
2644,-0.0625
2649,-0.5
2651,-0.0625
2652,-0.020833333333333332
2653,2.7083333333333335
2655,-0.5
2658,-0.041666666666666664
2661,-0.5416666666666666
2662,2.875
2663,-0.0625
2666,59.416666666666664
2667,-0.10416666666666667
2668,-0.14583333333333334
2669,-0.10416666666666667
2670,30.541666666666668
2671,-0.2916666666666667
2673,-0.625
2675,-0.125
2676,-0.125
2677,-0.125
2678,-0.1875
2682,-0.3125
2683,5.9375
2684,-0.0625
2685,-0.1875
2686,-0.020833333333333332
2687,1.8333333333333333
2688,-0.0625
2689,-0.041666666666666664
2697,5.708333333333333
2699,-0.375
2700,-0.1875
2702,-0.0625
2703,-0.041666666666666664
2704,2.5833333333333335
2705,0.9375
2709,-2.9583333333333335
2710,-0.020833333333333332
2711,-0.75
2714,-0.0625
2715,3.3958333333333335
2716,-0.041666666666666664
2721,1.5208333333333333
2722,2.9583333333333335
2724,2.375
2725,2.1458333333333335
2726,2.9791666666666665
2727,-0.375
2730,-0.020833333333333332
2731,-0.020833333333333332
2738,-0.5
2739,-0.041666666666666664
2741,-0.020833333333333332
2746,13.875
2747,2.875
2749,-0.5
2750,-0.0625
2752,-0.0625
2754,31.875
2755,-0.0625
2756,1.0
2757,-0.020833333333333332
2758,-0.0625
2759,-0.020833333333333332
2760,-0.1875
2764,14.770833333333334
2766,-2.2916666666666665
2767,2.9375
2768,-0.1875
2769,-0.0625
2771,-0.75
2772,0.0
2775,-0.041666666666666664
2776,2.7708333333333335
2777,0.0
2778,-0.041666666666666664
2779,-0.0625
2781,-0.041666666666666664
2782,2.4791666666666665
2783,0.0
2785,2.6875
2788,-0.0625
2789,-0.3125
2790,8.729166666666666
2791,2.6041666666666665
2792,-1.1875
2793,-0.0625
2794,-0.25
2795,-0.0625
2796,-0.0625
2798,-0.5208333333333334
2799,15.270833333333334
2800,-0.020833333333333332
2801,1.1041666666666667
2802,-0.041666666666666664
2803,5.8125
2804,-0.041666666666666664
2805,-0.375
2808,2.9166666666666665
2810,-0.020833333333333332
2811,-0.041666666666666664
2812,-0.875
2813,-0.0625
2814,15.916666666666666
2815,0.0
2816,-0.041666666666666664
2817,-0.375
2818,1.8541666666666667
2819,2.5416666666666665
2820,-0.5
2821,9.770833333333334
2822,-0.75
2823,-0.8541666666666666
2829,5.1875
2830,-0.5
2831,-2.875
2832,2.8541666666666665
2834,-0.5
2835,-0.375
2836,21.916666666666668
2837,3.7083333333333335
2838,-0.0625
2839,0.0
2840,-0.020833333333333332
2841,8.854166666666666
2842,2.1666666666666665
2844,-0.0625
2845,2.0208333333333335
2846,-0.0625
2849,-0.5
2850,0.375
2851,-0.020833333333333332
2852,-0.0625
2853,-0.3125
2854,5.5625
2855,13.145833333333334
2856,0.6875
2858,11.541666666666666
2859,-0.0625
