Facebook_news_id (by hour),Facebook_avg_popularity (by hour)
443,7.520833333333333
444,1.5833333333333333
445,3022.8333333333335
449,35.9375
450,91.52083333333333
451,-1.0
452,39.0625
453,363.8125
460,13.666666666666666
461,2.5416666666666665
462,8.770833333333334
463,7.25
467,344.9583333333333
471,3.4166666666666665
472,166.41666666666666
474,8.020833333333334
477,14.979166666666666
478,1.8333333333333333
479,9.229166666666666
482,11.229166666666666
488,-3.0
489,2.2291666666666665
492,5.625
495,41.25
497,1.6041666666666667
498,14.479166666666666
499,6.3125
500,13.166666666666666
501,8.833333333333334
502,-1.9583333333333333
503,4.208333333333333
504,-0.20833333333333334
505,17.791666666666668
506,-0.041666666666666664
508,-0.8125
512,-0.041666666666666664
514,41.583333333333336
515,-1.0416666666666667
516,-0.0625
517,2.625
520,138.1875
521,29.25
526,94.08333333333333
529,3.2708333333333335
530,0.0
531,14.208333333333334
534,5.270833333333333
535,2.75
537,-0.5208333333333334
538,20.270833333333332
539,182.625
540,765.5
543,77.08333333333333
549,2.75
550,13.958333333333334
551,7.833333333333333
552,-0.020833333333333332
554,8.458333333333334
555,-0.020833333333333332
556,2.3958333333333335
557,7.979166666666667
558,24.979166666666668
571,-0.5
576,8.854166666666666
577,3.6666666666666665
578,62.958333333333336
579,5.8125
580,5.875
581,40.333333333333336
582,148.79166666666666
583,2.625
584,-2.2708333333333335
585,-0.5
589,65.29166666666667
590,24.833333333333332
591,-0.125
592,-0.1875
600,259.625
601,-0.125
602,1026.25
605,32.916666666666664
606,7.979166666666667
615,101.47916666666667
616,2.625
617,48.291666666666664
618,-0.020833333333333332
619,-0.25
623,-0.0625
626,95.1875
627,35.25
628,236.10416666666666
633,-0.6458333333333334
638,2.5833333333333335
639,8.583333333333334
640,208.02083333333334
645,-0.5
648,2.875
649,30.520833333333332
650,0.0
656,-0.7291666666666666
657,17.375
658,3.7083333333333335
659,-0.020833333333333332
665,35.958333333333336
666,36.833333333333336
672,18.375
673,2.875
674,0.0
675,300.2083333333333
680,-0.041666666666666664
681,18.333333333333332
682,4.229166666666667
687,-0.75
690,103.70833333333333
691,41.708333333333336
696,-0.5
697,-0.5625
699,17.854166666666668
700,9.583333333333334
701,4.916666666666667
702,10.875
705,70.375
706,2.9583333333333335
707,-0.25
711,33.125
712,-0.020833333333333332
713,17.875
714,85.75
715,1.75
716,-3.0
717,-0.0625
724,14.729166666666666
725,1391.0416666666667
733,27.5625
734,2.25
740,-0.020833333333333332
741,9.0
745,-0.5
748,38.104166666666664
749,-0.0625
750,2.7083333333333335
751,-3.0
754,-3.0
757,-0.5
767,-0.0625
768,6.916666666666667
771,5.4375
773,0.0
774,334.6041666666667
776,4.520833333333333
777,8.166666666666666
778,0.0
779,84.625
783,358.1041666666667
785,4.479166666666667
786,33.270833333333336
794,7.729166666666667
795,10.5625
798,1834.1875
802,18.958333333333332
805,5.5625
809,185.60416666666666
811,149.64583333333334
813,2.4583333333333335
814,117.3125
815,-0.8333333333333334
817,0.0
818,2.9375
820,-0.0625
821,0.0
822,6.6875
823,214.0
824,-0.5
825,156.02083333333334
826,0.14583333333333334
827,77.64583333333333
828,43.520833333333336
831,-0.041666666666666664
832,631.25
833,2.8958333333333335
834,23.395833333333332
835,0.125
839,4.729166666666667
840,-0.0625
841,-0.125
842,-0.10416666666666667
843,-0.8125
844,7.0
847,1.0416666666666667
848,2071.25
849,344.0625
850,-0.5416666666666666
851,2.6041666666666665
852,82.125
853,50.708333333333336
857,15.354166666666666
858,-0.8125
859,-0.020833333333333332
860,19.458333333333332
862,153.14583333333334
863,122.8125
864,-0.020833333333333332
865,2.8125
868,299.5
869,32.479166666666664
870,-3.0
871,4.145833333333333
872,-0.041666666666666664
873,2615.9375
874,-0.5
875,38.104166666666664
876,21.6875
877,-0.25
878,24.041666666666668
879,-0.3125
880,1.625
885,1.8333333333333333
886,2.625
887,52.166666666666664
889,950.2291666666666
890,108.75
891,1.2291666666666667
892,5943.145833333333
893,2.75
897,12.458333333333334
898,-0.4583333333333333
899,-1.5208333333333333
900,185.25
901,386.2708333333333
903,8.333333333333334
904,-0.5625
905,2.1666666666666665
906,1.3333333333333333
908,426.9375
909,18.5
911,20.770833333333332
912,2.9375
913,17.5625
916,-0.5416666666666666
917,1.625
920,336.9791666666667
921,-0.020833333333333332
922,2.375
924,15.604166666666666
925,68.875
926,12.729166666666666
927,4.875
928,1.625
935,2.625
938,56.666666666666664
939,-0.020833333333333332
940,-0.041666666666666664
942,2.4583333333333335
943,49.270833333333336
944,0.5833333333333334
945,12.395833333333334
948,51.0
949,0.0
950,2.5
958,2.5
959,0.0
960,24.333333333333332
961,46.291666666666664
970,2.625
971,35.9375
976,-0.041666666666666664
981,0.8541666666666666
987,26.0625
988,2.875
999,2.2916666666666665
1000,2.5833333333333335
1003,-0.25
1004,80.97916666666667
1005,58.083333333333336
1006,2.9375
1013,2.0833333333333335
1022,29.395833333333332
1023,49.0625
1024,17.5625
1028,-0.375
1029,74.9375
1031,2.7916666666666665
1038,-0.5
1042,99.10416666666667
1043,-0.020833333333333332
1046,5.3125
1047,3.9166666666666665
1048,1.8333333333333333
1055,6.75
1056,7.75
1060,0.0
1061,289.2708333333333
1067,53.645833333333336
1068,1194.2708333333333
1075,-0.5
1078,7.729166666666667
1079,309.7916666666667
1080,6.0625
1081,-0.20833333333333334
1082,64.45833333333333
1083,45.354166666666664
1084,6.791666666666667
1087,536.9375
1088,1.5208333333333333
1089,5.8125
1095,1.1041666666666667
1096,3649.3125
1097,-0.0625
1098,7.833333333333333
1099,68.60416666666667
1100,0.0
1104,9.375
1111,186.29166666666666
1114,1.75
1115,49.770833333333336
1116,17.9375
1121,21.25
1123,-0.6875
1124,2.25
1125,9.229166666666666
1126,34.8125
1127,8.875
1128,4.125
1129,1.875
1139,21.0625
1142,-0.4375
1144,230.47916666666666
1145,21.9375
1146,2.2291666666666665
1148,170.91666666666666
1151,357.875
1152,2.25
1153,5.375
1154,41.770833333333336
1155,3297.0833333333335
1156,20.208333333333332
1157,32.166666666666664
1159,13.625
1160,-0.16666666666666666
1162,161.04166666666666
1164,459.4791666666667
1167,-0.6458333333333334
1168,62.979166666666664
1169,-0.2916666666666667
1170,-0.6041666666666666
1174,-0.08333333333333333
1175,1.125
1179,63.0
1180,4.020833333333333
1182,50.145833333333336
1184,3.3333333333333335
1185,-0.020833333333333332
1186,10.875
1188,-0.5
1189,23.958333333333332
1190,-0.5
1194,9.791666666666666
1195,2.875
1198,11.4375
1201,5.895833333333333
1203,1.7708333333333333
1204,46.916666666666664
1206,1.75
1207,2.0416666666666665
1210,32.958333333333336
1212,191.14583333333334
1213,7.375
1217,3049.0
1223,-0.041666666666666664
1224,258.375
1226,13.729166666666666
1227,4.666666666666667
1228,73.35416666666667
1230,40.208333333333336
1231,-0.3958333333333333
1232,1.9375
1233,16.083333333333332
1234,-0.5625
1235,27.3125
1236,20.8125
1237,5.75
1238,8.520833333333334
1239,-0.10416666666666667
1241,20.5
1243,0.10416666666666667
1249,25.520833333333332
1251,7.875
1252,5.041666666666667
1253,-0.625
1254,1.9375
1255,3.375
1256,-0.6041666666666666
1257,-0.5
1258,-0.041666666666666664
1260,1.9583333333333333
1263,2.875
1264,767.4791666666666
1265,4.25
1267,0.0
1268,12.375
1273,188.625
1274,0.0
1276,-0.5
1280,0.5416666666666666
1283,-1.2083333333333333
1284,0.5833333333333334
1285,0.5833333333333334
1297,1.6875
1298,1.5833333333333333
1301,15.770833333333334
1302,20.270833333333332
1303,2.9166666666666665
1304,4.416666666666667
1306,-1.1458333333333333
1307,-1.1458333333333333
1309,53.583333333333336
1310,8.666666666666666
1312,1185.8958333333333
1313,-0.6666666666666666
1314,6.3125
1315,63.083333333333336
1316,1.7916666666666667
1317,15.25
1320,-1.0833333333333333
1322,-0.5625
1323,226.20833333333334
1327,6.833333333333333
1328,0.25
1329,11.5
1331,-1.0416666666666667
1332,19.208333333333332
1333,6.458333333333333
1335,142.75
1336,-0.5625
1340,67.6875
1341,1531.8125
1346,56.8125
1349,2.0
1350,106.91666666666667
1352,-0.9791666666666666
1356,22.770833333333332
1358,1.125
1359,-0.9375
1360,-0.4791666666666667
1361,-0.4166666666666667
1362,9.104166666666666
1366,22.041666666666668
1367,1.9583333333333333
1368,17.354166666666668
1369,-0.4583333333333333
1370,10.520833333333334
1371,-0.4583333333333333
1372,4.8125
1375,251.70833333333334
1376,62.541666666666664
1379,254.60416666666666
1380,-0.875
1381,-0.875
1382,-0.875
1386,9.208333333333334
1387,4.8125
1388,4.8125
1390,69.27083333333333
1395,1409.0833333333333
1397,307.1875
1398,13.541666666666666
1399,2.1458333333333335
1400,2.25
1401,10.125
1402,33.0
1403,5.0
1404,42.0625
1405,4.75
1406,1.7291666666666667
1408,-0.5208333333333334
1410,45.020833333333336
1411,2.4583333333333335
1412,7626.479166666667
1413,-3.0
1414,-2.0416666666666665
1415,-0.7708333333333334
1416,-0.7708333333333334
1419,1.0416666666666667
1420,6.75
1421,-0.2708333333333333
1422,-0.2708333333333333
1423,7.916666666666667
1424,23.645833333333332
1428,459.3333333333333
1431,3.2291666666666665
1437,-0.1875
1438,20.9375
1440,-0.6875
1442,8.833333333333334
1443,110.66666666666667
1447,7.5
1448,-0.20833333333333334
1449,190.02083333333334
1452,15.8125
1453,185.47916666666666
1454,101.45833333333333
1457,13.729166666666666
1458,-2.8541666666666665
1460,66.08333333333333
1461,-0.0625
1462,7.666666666666667
1464,2.5
1465,26.854166666666668
1469,29.520833333333332
1470,217.625
1472,12.25
1473,45.125
1474,65.60416666666667
1475,2.4583333333333335
1476,4.625
1477,1.75
1478,-0.3125
1481,26.458333333333332
1483,87.89583333333333
1484,5.4375
1485,49.208333333333336
1488,-0.5625
1489,-0.5625
1490,-0.5625
1494,1.9166666666666667
1496,2.0833333333333335
1497,19.5625
1498,-0.3958333333333333
1500,-0.5416666666666666
1501,22.104166666666668
1503,28.104166666666668
1504,0.3958333333333333
1505,1.25
1506,0.0
1508,5.979166666666667
1509,1.125
1512,4.875
1513,8090.75
1514,17.125
1515,8.333333333333334
1516,47.395833333333336
1518,1.75
1523,6.25
1524,-2.3125
1525,-0.020833333333333332
1526,-0.0625
1528,34.479166666666664
1529,5.0625
1530,-2.3541666666666665
1532,-0.5
1533,52.458333333333336
1534,-0.0625
1535,17.625
1536,1.375
1537,8.125
1541,41.604166666666664
1544,2.875
1545,8.770833333333334
1546,1.4166666666666667
1548,-0.5208333333333334
1549,37.1875
1550,17.541666666666668
1551,17.0
1553,109.3125
1555,24.1875
1557,17.854166666666668
1558,4.833333333333333
1559,2.625
1560,-0.041666666666666664
1561,625.8958333333334
1562,3.0625
1563,0.1875
1564,9.020833333333334
1565,2.0
1566,4.625
1567,3.875
1570,16.375
1572,23.770833333333332
1574,10.291666666666666
1575,7.3125
1576,-1.4166666666666667
1583,2.0416666666666665
1584,156.83333333333334
1589,184.0625
1590,4.625
1592,35.604166666666664
1593,1.2083333333333333
1594,-0.8958333333333334
1596,3.3333333333333335
1598,181.70833333333334
1599,-0.3541666666666667
1600,64.27083333333333
1601,257.9583333333333
1602,-0.4791666666666667
1603,12.125
1605,-0.8541666666666666
1606,3.4375
1607,-0.875
1610,-0.3333333333333333
1612,12.458333333333334
1613,3.4375
1614,-0.3541666666666667
1615,3.5208333333333335
1617,-0.8125
1618,1.1666666666666667
1619,2.375
1620,4.75
1623,18.854166666666668
1624,-0.7916666666666666
1625,-0.7708333333333334
1626,20.229166666666668
1627,25.5625
1628,2.5
1629,9.458333333333334
1630,1.5
1632,42.25
1633,7.4375
1634,-0.22916666666666666
1635,-0.7083333333333334
1636,-0.7083333333333334
1637,-0.7083333333333334
1639,-0.1875
1641,-0.6875
1642,-0.6875
1643,-0.6875
1645,2.2916666666666665
1646,25.333333333333332
1647,259.8333333333333
1648,-0.2916666666666667
1649,-0.8125
1650,2.3333333333333335
1651,72.3125
1652,-0.20833333333333334
1653,-0.16666666666666666
1655,-0.6458333333333334
1656,-0.8541666666666666
1658,41.708333333333336
1659,7.75
1660,0.0625
1661,20.104166666666668
1662,-0.1875
1663,74.375
1664,6.375
1668,8.083333333333334
1669,5.145833333333333
1670,-0.16666666666666666
1671,-0.14583333333333334
1672,23.166666666666668
1673,120.125
1674,2.75
1678,-0.6041666666666666
1679,33.895833333333336
1680,90.4375
1681,1104.8958333333333
1682,175.45833333333334
1683,8.3125
1684,-0.14583333333333334
1685,162.16666666666666
1686,2.25
1687,16.8125
1688,18.25
1689,10.125
1690,378.8333333333333
1691,7.458333333333333
1692,13.020833333333334
1693,-0.5416666666666666
1694,-0.5625
1696,-0.020833333333333332
1697,120.39583333333333
1698,13.541666666666666
1699,134.66666666666666
1703,-0.125
1704,150.35416666666666
1705,58.458333333333336
1706,56.9375
1707,-0.0625
1712,2.4791666666666665
1713,5.729166666666667
1714,6.0
1718,-0.5
1719,8.5625
1720,-0.5
1721,6.125
1722,19.708333333333332
1725,11.791666666666666
1726,141.75
1727,0.0
1729,-0.5208333333333334
1730,43.8125
1731,-0.0625
1732,-0.020833333333333332
1733,28.541666666666668
1737,4.333333333333333
1739,-1.7083333333333333
1740,6.1875
1741,12.3125
1743,30.0
1746,-2.625
1748,35.104166666666664
1749,9.854166666666666
1750,1.5833333333333333
1751,-0.3333333333333333
1752,6.270833333333333
1758,6.75
1759,7.833333333333333
1761,-0.7083333333333334
1763,-0.20833333333333334
1766,1.6666666666666667
1768,2.2708333333333335
1769,-0.2708333333333333
1770,161.25
1771,5.1875
1772,181.72916666666666
1773,187.04166666666666
1774,8.0
1781,-0.125
1782,59.770833333333336
1783,14.416666666666666
1784,65.29166666666667
1785,88.6875
1786,2.7083333333333335
1787,12.270833333333334
1788,45.833333333333336
1789,209.8125
1791,-0.75
1792,-0.75
1796,8.875
1797,48.291666666666664
1799,1.75
1800,11.645833333333334
1801,5.25
1802,2.625
1805,9.541666666666666
1809,0.5416666666666666
1813,36.770833333333336
1814,325.3958333333333
1819,-0.8541666666666666
1823,7.0
1826,2.6458333333333335
1827,88.47916666666667
1828,-0.125
1829,51.083333333333336
1830,26.520833333333332
1831,-0.25
1833,3.75
1834,-0.5625
1840,1.5
1843,3.6041666666666665
1844,2.5
1845,-0.8541666666666666
1849,6.645833333333333
1850,5.25
1851,-0.08333333333333333
1852,20.604166666666668
1854,-0.5625
1858,25.104166666666668
1859,2.7083333333333335
1862,778.2916666666666
1863,1.7083333333333333
1867,-0.875
1871,4058.7708333333335
1872,5.104166666666667
1873,77.25
1875,10.75
1876,0.0
1877,2.6458333333333335
1881,-0.875
1882,13.270833333333334
1883,-0.5416666666666666
1884,2.2291666666666665
1885,19.0625
1887,-0.75
1889,113.33333333333333
1891,5.583333333333333
1897,6.208333333333333
1899,-0.0625
1902,214.45833333333334
1903,58.5
1904,-0.9375
1906,-0.5
1908,17.416666666666668
1911,-0.041666666666666664
1912,15.458333333333334
1917,-0.041666666666666664
1920,0.6666666666666666
1921,2.4791666666666665
1924,2.25
1927,-2.7708333333333335
1930,53.270833333333336
1932,-1.2916666666666667
1933,5.0625
1936,-2.8333333333333335
1938,-2.9583333333333335
1941,-0.1875
1942,-0.020833333333333332
1944,7.75
1945,209.0625
1946,-0.5625
1947,-1.5625
1948,-0.20833333333333334
1951,16.833333333333332
1954,14.666666666666666
1955,1925.9375
1957,9.583333333333334
1959,6.479166666666667
1960,-2.0
1961,-0.3541666666666667
1963,-1.0
1964,-1.0
1965,900.1666666666666
1966,2.0
1967,1.6041666666666667
1968,-0.125
1969,-0.16666666666666666
1970,-2.9375
1972,-0.8958333333333334
1973,-0.5416666666666666
1974,-0.5208333333333334
1962,57.520833333333336
1976,13.958333333333334
1977,13.708333333333334
1978,2.6041666666666665
1980,0.6458333333333334
1981,4.3125
1982,57.354166666666664
1983,2.9166666666666665
1985,26.791666666666668
1988,89.27083333333333
1989,-0.8125
1990,-2.2291666666666665
1991,677.125
1992,4.875
1993,56.5625
1996,5.8125
1999,69.58333333333333
2001,0.0
2002,80.75
2003,2.0416666666666665
2004,12.1875
2005,38.104166666666664
2006,-0.041666666666666664
2008,5.9375
2011,13.0625
2013,50.083333333333336
2014,69.39583333333333
2015,172.22916666666666
2016,22.8125
2017,39.583333333333336
2018,1618.3958333333333
2019,10.666666666666666
2020,22.041666666666668
2021,1498.4166666666667
2024,-0.5
2025,-0.375
2026,4.729166666666667
2027,63.979166666666664
2029,-3.0
2032,16.5
2033,2.9166666666666665
2035,14.708333333333334
2036,14.416666666666666
2041,-0.020833333333333332
2043,-0.020833333333333332
2044,-2.5833333333333335
2046,0.0
2049,64.02083333333333
2050,-0.0625
2051,22.854166666666668
2052,142.5
2053,18.125
2055,-3.0
2057,24.958333333333332
2058,24.6875
2061,-3.0
2064,60.708333333333336
2065,3.75
2067,11.791666666666666
2068,1069.5833333333333
2069,887.3958333333334
2070,349.1458333333333
2071,1556.1666666666667
2074,-0.5416666666666666
2075,17.6875
2076,206.10416666666666
2078,92.08333333333333
2079,5.104166666666667
2080,8.833333333333334
2081,113.79166666666667
2083,7.75
2084,0.0
2086,3.875
2088,284.1875
2089,833.4166666666666
2090,-0.5625
2091,-0.5625
2092,7.5
2093,2.4583333333333335
2094,164.45833333333334
2095,-0.5625
2096,-0.5416666666666666
2098,55.395833333333336
2099,41.666666666666664
2100,43.229166666666664
2101,-0.5208333333333334
2102,0.0
2103,42.25
2104,17.791666666666668
2106,9.375
2108,16.083333333333332
2109,65.89583333333333
2112,-0.020833333333333332
2113,1.1666666666666667
2116,-0.5208333333333334
2117,-0.6458333333333334
2118,8.208333333333334
2119,289.4583333333333
2121,-0.7291666666666666
2122,5.958333333333333
2123,344.8125
2124,4.958333333333333
2128,90.22916666666667
2129,-0.5833333333333334
2130,2.4791666666666665
2131,21.1875
2132,129.4375
2134,26.0
2135,169.64583333333334
2138,62.958333333333336
2139,14.645833333333334
2140,15.229166666666666
2143,10.479166666666666
2145,5.0625
2146,-0.5
2147,5.5
2148,2.9166666666666665
2149,-0.5416666666666666
2151,23.0
2152,-0.25
2153,5.958333333333333
2160,-1.4791666666666667
2162,33.3125
2163,-0.08333333333333333
2164,8.958333333333334
2165,2.2291666666666665
2169,59.291666666666664
2170,4.520833333333333
2172,705.7291666666666
2173,202.45833333333334
2174,-0.875
2175,2.9375
2179,52.6875
2180,2.9166666666666665
2181,5.104166666666667
2182,77.6875
2186,19.333333333333332
2188,12.0625
2189,29.0
2190,104.375
2191,65.5
2193,0.0
2196,743.7916666666666
2197,14.770833333333334
2198,75.95833333333333
2199,8.4375
2202,-0.75
2203,-0.5
2204,97.45833333333333
2205,103.0625
2206,-0.5
2207,12.833333333333334
2208,2.25
2209,0.0
2210,227.0625
2211,885.5833333333334
2212,0.0
2214,2.0
2215,-0.5
2217,2.7291666666666665
2220,-1.0
2221,10.875
2222,-0.9375
2223,8.833333333333334
2229,1335.6458333333333
2230,192.39583333333334
2232,-0.5
2233,1.875
2234,6.541666666666667
2235,31.770833333333332
2239,1103.625
2240,2.9583333333333335
2241,8.5625
2243,-0.5
2244,40.4375
2252,30.8125
2253,-0.041666666666666664
2256,-0.5
2259,65.3125
2261,227.33333333333334
2262,92.83333333333333
2267,72.375
2268,7.770833333333333
2269,-0.0625
2270,-0.1875
2274,20.5
2275,96.72916666666667
2278,13.958333333333334
2279,400.3541666666667
2282,14.375
2283,40.458333333333336
2284,1.625
2285,2.6458333333333335
2286,31.833333333333332
2287,5.625
2290,2.5
2294,10.520833333333334
2300,2.7083333333333335
2301,-0.020833333333333332
2302,8.666666666666666
2303,66.375
2307,7.770833333333333
2310,13.416666666666666
2315,66.6875
2319,53.958333333333336
2320,37.4375
2321,582.0416666666666
2324,-0.5208333333333334
2325,120.85416666666667
2326,24.416666666666668
2327,50.854166666666664
2328,-0.125
2331,41.458333333333336
2333,72.4375
2334,2.6458333333333335
2338,9.6875
2340,28.0625
2341,-0.041666666666666664
2343,33.354166666666664
2344,121.0625
2345,0.875
2346,15.0
2350,-0.5416666666666666
2352,490.7916666666667
2353,2.875
2356,1.0208333333333333
2357,9.895833333333334
2358,5.0625
2359,6.583333333333333
2363,40.979166666666664
2364,4.916666666666667
2366,2.25
2371,30.3125
2373,137.5625
2374,10.75
2375,14.708333333333334
2387,-0.041666666666666664
2388,-0.08333333333333333
2390,-0.5416666666666666
2392,11.520833333333334
2393,94.375
2377,26.125
2378,309.2708333333333
2379,82.14583333333333
2384,33.395833333333336
2385,170.20833333333334
2386,13.666666666666666
2395,4.875
2396,8.75
2399,1.9166666666666667
2400,4.5625
2402,2.875
2404,48.479166666666664
2405,5.395833333333333
2410,5.3125
2411,159.41666666666666
2412,25.479166666666668
2413,38.4375
2418,35.5
2419,8.166666666666666
2421,31.895833333333332
2422,15.229166666666666
2427,32.458333333333336
2428,6.791666666666667
2429,43.0625
2432,15.354166666666666
2433,-0.5625
2434,7.9375
2435,32.020833333333336
2436,-0.4375
2439,0.4791666666666667
2440,120.95833333333333
2441,-0.041666666666666664
2442,11.4375
2449,27.4375
2450,95.10416666666667
2453,84.1875
2454,2.2083333333333335
2455,-0.020833333333333332
2459,-0.5208333333333334
2460,-0.5208333333333334
2461,1059.125
2462,2.9583333333333335
2465,133.1875
2466,5.520833333333333
2469,-0.625
2470,7.625
2471,10.125
2472,-0.125
2473,-0.3333333333333333
2477,11.541666666666666
2478,0.9166666666666666
2479,2.7916666666666665
2480,-0.5625
2481,-0.5416666666666666
2482,-0.5416666666666666
2484,83.02083333333333
2485,20.625
2488,-0.5
2489,44.9375
2493,372.8333333333333
2494,14.0625
2496,5.0
2497,0.0
2498,-0.25
2499,484.8958333333333
2500,4.645833333333333
2504,-0.020833333333333332
2506,-0.7916666666666666
2507,-0.7083333333333334
2508,2.0416666666666665
2509,1.2916666666666667
2510,23.666666666666668
2514,-0.5
2515,-0.5
2516,2.5833333333333335
2519,3.0
2520,28.104166666666668
2521,5.0625
2523,20.645833333333332
2524,-1.1875
2525,48.3125
2526,6.1875
2533,81.64583333333333
2534,5.020833333333333
2535,-0.2708333333333333
2536,10.75
2538,565.75
2539,-0.3125
2540,1.1666666666666667
2542,8.75
2547,1.7083333333333333
2548,43.916666666666664
2549,5.5625
2550,5.75
2551,7.125
2554,4.1875
2556,141.4375
2558,4.708333333333333
2559,91.52083333333333
2561,-0.5625
2562,22.416666666666668
2563,-0.10416666666666667
2564,-0.6875
2567,5.4375
2569,36.291666666666664
2570,-0.0625
2575,13.166666666666666
2576,147.72916666666666
2577,-0.08333333333333333
2578,206.5625
2579,-1.0416666666666667
2581,1.0
2582,-0.041666666666666664
2586,5.3125
2587,3.4166666666666665
2588,18.0625
2589,1.875
2591,18.458333333333332
2596,26.125
2597,29.666666666666668
2600,9.666666666666666
2601,6.208333333333333
2605,-0.041666666666666664
2606,4.145833333333333
2607,2.9166666666666665
2608,3.8958333333333335
2609,1.25
2610,-1.3125
2611,-1.0833333333333333
2612,51.270833333333336
2613,-0.625
2614,6.791666666666667
2615,-1.125
2618,60.354166666666664
2620,149.77083333333334
2623,161.75
2624,-0.8958333333333334
2625,-0.0625
2630,94.72916666666667
2631,5.458333333333333
2632,23.395833333333332
2633,58.0625
2635,69.41666666666667
2636,2.125
2637,75.04166666666667
2638,291.7916666666667
2639,-0.020833333333333332
2641,1148.4166666666667
2642,-0.08333333333333333
2643,6.416666666666667
2644,43.145833333333336
2649,-0.5208333333333334
2651,6.791666666666667
2652,-0.020833333333333332
2653,8.416666666666666
2655,-0.5
2658,-0.041666666666666664
2661,-0.5416666666666666
2662,21.270833333333332
2663,8.1875
2666,364.3958333333333
2667,40.395833333333336
2668,26.104166666666668
2669,20.979166666666668
2670,345.2083333333333
2671,2.9375
2673,-0.625
2675,14.875
2676,-0.125
2677,2.75
2678,2.625
2682,2.375
2683,43.3125
2684,-0.0625
2685,8.25
2686,8.916666666666666
2687,16.166666666666668
2688,-0.0625
2689,5.833333333333333
2697,101.91666666666667
2699,3.9166666666666665
2700,-0.1875
2702,7.875
2703,-0.041666666666666664
2704,24.25
2705,9.645833333333334
2709,-2.9166666666666665
2710,-0.020833333333333332
2711,-0.75
2714,9.854166666666666
2715,11.4375
2716,43.1875
2721,5.708333333333333
2722,38.708333333333336
2724,12.666666666666666
2725,39.541666666666664
2726,10.875
2727,35.8125
2730,-0.020833333333333332
2731,8.125
2738,-0.5
2739,-0.041666666666666664
2741,-0.10416666666666667
2746,146.70833333333334
2747,10.791666666666666
2749,3.875
2750,-0.10416666666666667
2752,5.625
2754,414.9583333333333
2755,126.9375
2756,36.875
2757,2.3958333333333335
2758,41.270833333333336
2759,4.895833333333333
2760,-0.1875
2764,30.354166666666668
2766,-2.3125
2767,178.14583333333334
2768,3.9583333333333335
2769,-0.0625
2771,1.5
2772,14.125
2775,11.166666666666666
2776,11.270833333333334
2777,2.6875
2778,14.0
2779,-0.1875
2781,14.979166666666666
2782,93.41666666666667
2783,2.2083333333333335
2785,5.479166666666667
2788,-0.10416666666666667
2789,4.9375
2790,13.770833333333334
2791,9.791666666666666
2792,2.375
2793,-0.08333333333333333
2794,-0.2708333333333333
2795,2.5
2796,17.479166666666668
2798,-0.5416666666666666
2799,500.0
2800,2.75
2801,3.1458333333333335
2802,15.854166666666666
2803,34.708333333333336
2804,29.854166666666668
2805,-0.4166666666666667
2808,2.9166666666666665
2810,2.9583333333333335
2811,51.020833333333336
2812,17.875
2813,9.166666666666666
2814,75.29166666666667
2815,-0.041666666666666664
2816,-0.08333333333333333
